time,magX,magY,magZ,accelX,accelY,accelZ,gyroX,gyroY,gyroZ,temperature,pressure,altitude,accMag,qw,qx,qy,qz,initialAltAchieved,landingDetected
447.81, -0.17, -0.12, 0.47, 1.37, -0.54, -8.57, -0.36, 1.12, 2.12, 33.90, 100.08, 103.92, 8.70, 0.06, 0.08, 0.60, 0.80, 1, 1
447.83, -0.17, -0.12, 0.47, 1.37, -0.54, -8.57, -0.36, 1.12, 2.12, 33.90, 100.08, 103.92, 8.70, 0.06, 0.08, 0.60, 0.80, 1, 1
447.85, -0.19, -0.11, 0.46, 1.13, -1.15, -9.10, -0.46, 1.04, 1.63, 33.90, 100.07, 104.85, 9.24, -0.04, 0.10, 0.73, 0.68, 1, 1
447.87, -0.19, -0.11, 0.46, 1.13, -1.15, -9.10, -0.46, 1.04, 1.63, 33.90, 100.07, 104.85, 9.24, -0.04, 0.10, 0.73, 0.68, 1, 1
447.89, -0.22, -0.11, 0.45, 1.01, -2.39, -9.70, -0.41, 1.05, 1.49, 33.90, 100.10, 102.58, 10.04, -0.04, 0.10, 0.73, 0.68, 1, 1
447.91, -0.22, -0.11, 0.45, 1.01, -2.39, -9.70, -0.41, 1.05, 1.49, 33.90, 100.10, 102.58, 10.04, -0.04, 0.10, 0.73, 0.68, 1, 1
447.93, -0.24, -0.11, 0.45, 1.29, -2.19, -9.88, -0.51, 0.95, 1.22, 33.90, 100.09, 103.59, 10.20, -0.04, 0.10, 0.73, 0.68, 1, 1
447.95, -0.24, -0.11, 0.45, 1.29, -2.19, -9.88, -0.51, 0.95, 1.22, 33.90, 100.09, 103.59, 10.20, -0.04, 0.10, 0.73, 0.68, 1, 1
447.97, -0.26, -0.13, 0.44, 1.95, -1.75, -8.99, -0.67, 0.79, 1.05, 33.90, 100.09, 103.59, 9.36, -0.04, 0.10, 0.73, 0.68, 1, 1
447.99, -0.26, -0.13, 0.44, 1.95, -1.75, -8.99, -0.67, 0.79, 1.05, 33.90, 100.09, 103.59, 9.36, -0.04, 0.10, 0.73, 0.68, 1, 1
448.01, -0.28, -0.12, 0.43, 2.61, -2.04, -8.45, -0.76, 0.70, 1.00, 33.90, 100.07, 104.85, 9.08, -0.04, 0.10, 0.73, 0.68, 1, 1
448.03, -0.28, -0.12, 0.43, 2.61, -2.04, -8.45, -0.76, 0.70, 1.00, 33.90, 100.07, 104.85, 9.08, -0.04, 0.10, 0.73, 0.68, 1, 1
448.05, -0.30, -0.14, 0.41, 2.66, -2.03, -8.27, -0.70, 0.55, 0.81, 33.90, 100.08, 103.92, 8.92, -0.04, 0.10, 0.73, 0.68, 1, 1
448.07, -0.30, -0.14, 0.41, 2.66, -2.03, -8.27, -0.70, 0.55, 0.81, 33.90, 100.08, 103.92, 8.92, -0.04, 0.10, 0.73, 0.68, 1, 1
448.09, -0.30, -0.13, 0.41, 2.94, -1.77, -8.44, -0.41, 0.33, 0.62, 33.90, 100.09, 103.59, 9.11, -0.04, 0.10, 0.73, 0.68, 1, 1
448.11, -0.30, -0.13, 0.41, 2.94, -1.77, -8.44, -0.41, 0.33, 0.62, 33.90, 100.09, 103.59, 9.11, -0.04, 0.10, 0.73, 0.68, 1, 1
448.13, -0.30, -0.12, 0.41, 3.40, -1.29, -8.55, -0.10, 0.22, 0.57, 33.90, 100.08, 103.92, 9.29, -0.04, 0.10, 0.73, 0.68, 1, 1
448.15, -0.30, -0.12, 0.41, 3.40, -1.29, -8.55, -0.10, 0.22, 0.57, 33.90, 100.08, 103.92, 9.29, -0.04, 0.10, 0.73, 0.68, 1, 1
448.17, -0.32, -0.09, 0.39, 3.25, -0.93, -8.83, 0.09, 0.22, 0.35, 33.90, 100.09, 103.59, 9.46, -0.04, 0.10, 0.73, 0.68, 1, 1
448.19, -0.32, -0.09, 0.39, 3.25, -0.93, -8.83, 0.09, 0.22, 0.35, 33.90, 100.09, 103.59, 9.46, -0.04, 0.10, 0.73, 0.68, 1, 1
448.21, -0.35, -0.08, 0.39, 3.25, -0.71, -9.08, 0.15, 0.40, 0.19, 33.90, 100.10, 102.58, 9.67, -0.04, 0.10, 0.73, 0.68, 1, 1
448.23, -0.35, -0.08, 0.39, 3.25, -0.71, -9.08, 0.15, 0.40, 0.19, 33.90, 100.10, 102.58, 9.67, -0.04, 0.10, 0.73, 0.68, 1, 1
448.25, -0.32, -0.12, 0.39, 3.27, -0.23, -9.23, 0.13, 0.49, 0.13, 33.90, 100.09, 103.59, 9.79, -0.04, 0.10, 0.73, 0.68, 1, 1
448.27, -0.32, -0.12, 0.39, 3.27, -0.23, -9.23, 0.13, 0.49, 0.13, 33.90, 100.09, 103.59, 9.79, -0.04, 0.10, 0.73, 0.68, 1, 1
448.29, -0.33, -0.10, 0.39, 3.37, 0.17, -9.21, 0.21, 0.46, 0.23, 33.90, 100.09, 103.59, 9.81, -0.15, 0.15, 0.82, 0.54, 1, 1
448.31, -0.33, -0.10, 0.39, 3.37, 0.17, -9.21, 0.21, 0.46, 0.23, 33.90, 100.09, 103.59, 9.81, -0.15, 0.15, 0.82, 0.54, 1, 1
448.33, -0.35, -0.08, 0.39, 4.07, 0.59, -9.52, 0.28, 0.38, 0.44, 33.90, 100.08, 104.51, 10.37, -0.15, 0.15, 0.82, 0.54, 1, 1
448.35, -0.35, -0.08, 0.39, 4.07, 0.59, -9.52, 0.28, 0.38, 0.44, 33.90, 100.08, 104.51, 10.37, -0.15, 0.15, 0.82, 0.54, 1, 1
448.37, -0.36, -0.06, 0.38, 4.81, 0.52, -9.64, 0.30, 0.40, 0.65, 33.90, 100.08, 104.51, 10.78, -0.15, 0.15, 0.82, 0.54, 1, 1
448.39, -0.36, -0.06, 0.38, 4.81, 0.52, -9.64, 0.30, 0.40, 0.65, 33.90, 100.08, 104.51, 10.78, -0.15, 0.15, 0.82, 0.54, 1, 1
448.41, -0.35, -0.07, 0.38, 4.99, 0.05, -9.48, 0.38, 0.47, 0.84, 33.90, 100.09, 103.59, 10.72, -0.15, 0.15, 0.82, 0.54, 1, 1
448.43, -0.35, -0.07, 0.38, 4.99, 0.05, -9.48, 0.38, 0.47, 0.84, 33.90, 100.09, 103.59, 10.72, -0.16, 0.18, 0.83, 0.50, 1, 1
448.45, -0.38, -0.06, 0.37, 5.41, -0.74, -9.38, 0.53, 0.46, 0.83, 33.90, 100.09, 103.59, 10.86, -0.16, 0.18, 0.83, 0.50, 1, 1
448.47, -0.38, -0.06, 0.37, 5.41, -0.74, -9.38, 0.53, 0.46, 0.83, 33.90, 100.09, 103.59, 10.86, -0.16, 0.18, 0.83, 0.50, 1, 1
448.49, -0.39, -0.01, 0.36, 5.85, -1.33, -9.13, 0.64, 0.49, 0.86, 33.90, 100.09, 103.59, 10.92, -0.16, 0.18, 0.83, 0.50, 1, 1
448.51, -0.39, -0.01, 0.36, 5.85, -1.33, -9.13, 0.64, 0.49, 0.86, 33.90, 100.09, 103.59, 10.92, -0.16, 0.18, 0.83, 0.50, 1, 1
448.53, -0.39, -0.03, 0.36, 5.78, -1.89, -8.54, 0.60, 0.52, 0.83, 33.90, 100.09, 103.59, 10.49, -0.16, 0.18, 0.83, 0.50, 1, 1
448.55, -0.39, -0.03, 0.36, 5.78, -1.89, -8.54, 0.60, 0.52, 0.83, 33.90, 100.09, 103.59, 10.49, -0.15, 0.23, 0.84, 0.46, 1, 1
448.57, -0.40, -0.03, 0.36, 5.62, -2.52, -8.23, 0.56, 0.44, 0.84, 33.90, 100.09, 103.59, 10.28, -0.15, 0.23, 0.84, 0.46, 1, 1
448.59, -0.40, -0.03, 0.36, 5.62, -2.52, -8.23, 0.56, 0.44, 0.84, 33.90, 100.09, 103.59, 10.28, -0.15, 0.23, 0.84, 0.46, 1, 1
448.61, -0.39, 0.02, 0.36, 5.54, -3.25, -8.57, 0.50, 0.30, 0.82, 33.90, 100.09, 103.59, 10.71, -0.15, 0.23, 0.84, 0.46, 1, 1
448.63, -0.39, 0.02, 0.36, 5.54, -3.25, -8.57, 0.50, 0.30, 0.82, 33.90, 100.09, 103.59, 10.71, -0.15, 0.23, 0.84, 0.46, 1, 1
448.65, -0.41, 0.01, 0.35, 5.59, -3.35, -8.45, 0.44, 0.27, 0.60, 33.90, 100.09, 103.59, 10.67, -0.15, 0.23, 0.84, 0.46, 1, 1
448.67, -0.41, 0.01, 0.35, 5.59, -3.35, -8.45, 0.44, 0.27, 0.60, 33.90, 100.09, 103.59, 10.67, -0.15, 0.28, 0.85, 0.42, 1, 1
448.69, -0.42, 0.04, 0.34, 5.58, -3.18, -8.54, 0.27, 0.35, 0.46, 33.90, 100.08, 104.51, 10.68, -0.15, 0.28, 0.85, 0.42, 1, 1
448.71, -0.42, 0.04, 0.34, 5.58, -3.18, -8.54, 0.27, 0.35, 0.46, 33.90, 100.08, 104.51, 10.68, -0.15, 0.28, 0.85, 0.42, 1, 1
448.73, -0.39, 0.05, 0.34, 5.41, -3.28, -8.63, 0.02, 0.41, 0.18, 33.90, 100.08, 103.92, 10.70, -0.15, 0.28, 0.85, 0.42, 1, 1
448.75, -0.39, 0.05, 0.34, 5.41, -3.28, -8.63, 0.02, 0.41, 0.18, 33.90, 100.08, 103.92, 10.70, -0.15, 0.28, 0.85, 0.42, 1, 1
448.77, -0.42, 0.05, 0.33, 5.67, -3.07, -8.22, -0.14, 0.60, 0.23, 33.90, 100.08, 104.51, 10.45, -0.15, 0.28, 0.85, 0.42, 1, 1
448.79, -0.42, 0.05, 0.33, 5.67, -3.07, -8.22, -0.14, 0.60, 0.23, 33.90, 100.08, 104.51, 10.45, -0.17, 0.29, 0.86, 0.39, 1, 1
448.81, -0.42, 0.06, 0.32, 5.32, -3.51, -7.67, -0.30, 0.77, 0.13, 33.90, 100.08, 104.51, 9.97, -0.17, 0.29, 0.86, 0.39, 1, 1
448.83, -0.42, 0.06, 0.32, 5.32, -3.51, -7.67, -0.30, 0.77, 0.13, 33.90, 100.08, 104.51, 9.97, -0.17, 0.29, 0.86, 0.39, 1, 1
448.85, -0.43, 0.05, 0.32, 5.26, -4.13, -6.93, -0.21, 0.75, 0.09, 33.90, 100.08, 104.51, 9.63, -0.17, 0.29, 0.86, 0.39, 1, 1
448.87, -0.43, 0.05, 0.32, 5.26, -4.13, -6.93, -0.21, 0.75, 0.09, 33.90, 100.08, 104.51, 9.63, -0.17, 0.29, 0.86, 0.39, 1, 1
448.89, -0.44, 0.05, 0.31, 5.86, -3.94, -6.67, -0.22, 0.23, -0.07, 33.90, 100.09, 103.59, 9.71, -0.17, 0.29, 0.86, 0.39, 1, 1
448.91, -0.44, 0.05, 0.31, 5.86, -3.94, -6.67, -0.22, 0.23, -0.07, 33.90, 100.09, 103.59, 9.71, -0.20, 0.29, 0.86, 0.38, 1, 1
448.93, -0.44, 0.04, 0.30, 5.98, -3.01, -6.81, -0.18, 0.02, 0.38, 33.90, 100.08, 104.51, 9.55, -0.20, 0.29, 0.86, 0.37, 1, 1
448.95, -0.44, 0.04, 0.30, 5.98, -3.01, -6.81, -0.18, 0.02, 0.38, 33.90, 100.08, 104.51, 9.55, -0.20, 0.29, 0.86, 0.37, 1, 1
448.97, -0.44, 0.06, 0.30, 6.65, -3.01, -6.75, -0.27, 0.07, 0.38, 33.90, 100.08, 104.51, 9.94, -0.20, 0.29, 0.86, 0.37, 1, 1
448.99, -0.44, 0.06, 0.30, 6.65, -3.01, -6.75, -0.27, 0.07, 0.38, 33.90, 100.08, 104.51, 9.94, -0.20, 0.29, 0.86, 0.37, 1, 1
449.01, -0.43, 0.05, 0.30, 6.50, -3.22, -6.99, -0.25, 0.12, -0.09, 33.90, 100.09, 103.59, 10.07, -0.20, 0.29, 0.86, 0.37, 1, 1
449.03, -0.43, 0.05, 0.30, 6.50, -3.22, -6.99, -0.25, 0.12, -0.09, 33.90, 100.09, 103.59, 10.07, -0.20, 0.29, 0.86, 0.37, 1, 1
449.05, -0.44, 0.05, 0.31, 6.46, -3.12, -7.11, -0.07, 0.10, -0.15, 33.90, 100.08, 104.51, 10.10, -0.20, 0.29, 0.86, 0.37, 1, 1
449.07, -0.44, 0.05, 0.31, 6.46, -3.12, -7.11, -0.07, 0.10, -0.15, 33.90, 100.08, 104.51, 10.10, -0.20, 0.29, 0.86, 0.37, 1, 1
449.09, -0.44, 0.08, 0.30, 6.40, -2.97, -7.25, 0.10, 0.06, 0.02, 33.90, 100.09, 103.59, 10.11, -0.20, 0.29, 0.86, 0.37, 1, 1
449.11, -0.44, 0.08, 0.30, 6.40, -2.97, -7.25, 0.10, 0.06, 0.02, 33.90, 100.09, 103.59, 10.11, -0.20, 0.29, 0.86, 0.37, 1, 1
449.13, -0.42, 0.06, 0.30, 6.49, -3.05, -6.99, 0.05, 0.07, 0.07, 33.90, 100.08, 104.51, 10.02, -0.20, 0.29, 0.86, 0.37, 1, 1
449.15, -0.42, 0.06, 0.30, 6.49, -3.05, -6.99, 0.05, 0.07, 0.07, 33.90, 100.08, 104.51, 10.02, -0.20, 0.29, 0.86, 0.37, 1, 1
449.17, -0.44, 0.05, 0.30, 5.89, -3.39, -6.98, -0.02, 0.12, 0.04, 33.90, 100.08, 104.51, 9.74, -0.20, 0.29, 0.86, 0.37, 1, 1
449.19, -0.44, 0.05, 0.30, 5.89, -3.39, -6.98, -0.02, 0.12, 0.04, 33.90, 100.08, 104.51, 9.74, -0.20, 0.29, 0.86, 0.37, 1, 1
449.21, -0.44, 0.05, 0.29, 5.80, -3.71, -7.12, -0.07, 0.13, -0.05, 33.90, 100.09, 103.59, 9.90, -0.20, 0.29, 0.86, 0.37, 1, 1
449.23, -0.44, 0.05, 0.29, 5.80, -3.71, -7.12, -0.07, 0.13, -0.05, 33.90, 100.09, 103.59, 9.90, -0.20, 0.29, 0.86, 0.37, 1, 1
449.25, -0.43, 0.06, 0.29, 5.90, -3.64, -6.83, -0.12, 0.07, -0.23, 33.90, 100.09, 103.59, 9.73, -0.20, 0.29, 0.86, 0.37, 1, 1
449.27, -0.43, 0.06, 0.29, 5.90, -3.64, -6.83, -0.12, 0.07, -0.23, 33.90, 100.09, 103.59, 9.73, -0.20, 0.29, 0.86, 0.37, 1, 1
449.29, -0.43, 0.03, 0.30, 6.10, -3.55, -6.84, -0.11, 0.01, -0.35, 33.90, 100.09, 103.25, 9.83, -0.20, 0.29, 0.86, 0.37, 1, 1
449.31, -0.43, 0.03, 0.30, 6.10, -3.55, -6.84, -0.11, 0.01, -0.35, 33.90, 100.09, 103.25, 9.83, -0.20, 0.29, 0.86, 0.37, 1, 1
449.33, -0.44, 0.01, 0.29, 6.39, -3.52, -6.98, -0.07, -0.03, -0.30, 33.90, 100.09, 103.59, 10.09, -0.20, 0.29, 0.86, 0.37, 1, 1
449.35, -0.44, 0.01, 0.29, 6.39, -3.52, -6.98, -0.07, -0.03, -0.30, 33.90, 100.09, 103.59, 10.09, -0.20, 0.29, 0.86, 0.37, 1, 1
449.37, -0.43, 0.03, 0.29, 6.51, -3.69, -6.85, -0.02, -0.01, -0.26, 33.90, 100.09, 103.59, 10.15, -0.20, 0.29, 0.86, 0.37, 1, 1
449.39, -0.43, 0.03, 0.29, 6.51, -3.69, -6.85, -0.02, -0.01, -0.26, 33.90, 100.09, 103.59, 10.15, -0.20, 0.29, 0.86, 0.37, 1, 1
449.41, -0.44, 0.03, 0.30, 6.61, -3.53, -6.82, -0.00, 0.05, -0.24, 33.90, 100.08, 103.92, 10.13, -0.20, 0.29, 0.86, 0.37, 1, 1
449.43, -0.44, 0.03, 0.30, 6.61, -3.53, -6.82, -0.00, 0.05, -0.24, 33.90, 100.08, 103.92, 10.13, -0.20, 0.29, 0.86, 0.37, 1, 1
449.45, -0.45, 0.03, 0.29, 6.59, -3.37, -6.93, 0.00, 0.06, -0.14, 33.90, 100.09, 103.59, 10.14, -0.20, 0.29, 0.86, 0.37, 1, 1
449.47, -0.45, 0.03, 0.29, 6.59, -3.37, -6.93, 0.00, 0.06, -0.14, 33.90, 100.09, 103.59, 10.14, -0.20, 0.29, 0.86, 0.37, 1, 1
449.49, -0.42, 0.02, 0.29, 6.47, -3.06, -6.96, -0.04, -0.01, 0.03, 33.90, 100.08, 104.51, 9.99, -0.20, 0.29, 0.86, 0.37, 1, 1
449.51, -0.42, 0.02, 0.29, 6.47, -3.06, -6.96, -0.04, -0.01, 0.03, 33.90, 100.08, 104.51, 9.99, -0.20, 0.29, 0.86, 0.37, 1, 1
449.53, -0.45, -0.00, 0.29, 6.26, -2.88, -7.12, -0.14, -0.09, 0.09, 33.90, 100.09, 103.59, 9.91, -0.20, 0.29, 0.86, 0.37, 1, 1
449.55, -0.45, -0.00, 0.29, 6.26, -2.88, -7.12, -0.14, -0.09, 0.09, 33.90, 100.09, 103.59, 9.91, -0.20, 0.29, 0.86, 0.37, 1, 1
449.57, -0.45, 0.04, 0.29, 6.02, -2.81, -7.24, -0.26, -0.14, 0.02, 33.90, 100.09, 103.59, 9.83, -0.20, 0.29, 0.86, 0.37, 1, 1
449.59, -0.45, 0.04, 0.29, 6.02, -2.81, -7.24, -0.26, -0.14, 0.02, 33.90, 100.09, 103.59, 9.83, -0.22, 0.27, 0.86, 0.38, 1, 1
449.61, -0.43, 0.03, 0.29, 5.93, -2.75, -7.31, -0.35, -0.18, -0.04, 33.90, 100.08, 104.17, 9.81, -0.22, 0.27, 0.86, 0.38, 1, 1
449.63, -0.43, 0.03, 0.29, 5.93, -2.75, -7.31, -0.35, -0.18, -0.04, 33.90, 100.08, 104.17, 9.81, -0.22, 0.27, 0.86, 0.38, 1, 1
449.65, -0.44, 0.02, 0.29, 5.88, -2.60, -7.44, -0.37, -0.23, 0.02, 33.90, 100.09, 103.59, 9.83, -0.22, 0.27, 0.86, 0.38, 1, 1
449.67, -0.44, 0.02, 0.29, 5.88, -2.60, -7.44, -0.37, -0.23, 0.02, 33.90, 100.09, 103.59, 9.83, -0.22, 0.27, 0.86, 0.38, 1, 1
449.69, -0.45, 0.02, 0.30, 5.83, -2.41, -7.33, -0.32, -0.26, 0.24, 33.90, 100.09, 103.59, 9.67, -0.22, 0.27, 0.86, 0.38, 1, 1
449.71, -0.45, 0.02, 0.30, 5.83, -2.41, -7.33, -0.32, -0.26, 0.24, 33.90, 100.09, 103.59, 9.67, -0.22, 0.25, 0.87, 0.37, 1, 1
449.73, -0.43, 0.02, 0.31, 5.53, -2.15, -7.21, -0.29, -0.30, 0.32, 33.90, 100.09, 103.25, 9.33, -0.22, 0.25, 0.87, 0.37, 1, 1
449.75, -0.43, 0.02, 0.31, 5.53, -2.15, -7.21, -0.29, -0.30, 0.32, 33.90, 100.09, 103.25, 9.33, -0.22, 0.25, 0.87, 0.37, 1, 1
449.77, -0.43, 0.02, 0.31, 5.55, -2.37, -7.27, -0.32, -0.33, 0.29, 33.90, 100.08, 104.51, 9.45, -0.22, 0.25, 0.87, 0.37, 1, 1
449.79, -0.43, 0.02, 0.31, 5.55, -2.37, -7.27, -0.32, -0.33, 0.29, 33.90, 100.08, 104.51, 9.45, -0.22, 0.25, 0.87, 0.37, 1, 1
449.81, -0.43, 0.02, 0.32, 5.59, -2.82, -7.53, -0.26, -0.36, 0.50, 33.90, 100.08, 104.17, 9.79, -0.22, 0.25, 0.87, 0.37, 1, 1
449.83, -0.43, 0.02, 0.32, 5.59, -2.82, -7.53, -0.26, -0.36, 0.50, 33.90, 100.08, 104.17, 9.79, -0.20, 0.23, 0.89, 0.35, 1, 1
449.85, -0.42, 0.04, 0.32, 5.44, -3.58, -7.80, -0.43, -0.45, 0.35, 33.90, 100.08, 104.51, 10.16, -0.20, 0.23, 0.89, 0.35, 1, 1
449.87, -0.42, 0.04, 0.32, 5.44, -3.58, -7.80, -0.43, -0.45, 0.35, 33.90, 100.08, 104.51, 10.16, -0.20, 0.23, 0.89, 0.35, 1, 1
449.89, -0.41, 0.03, 0.33, 5.25, -3.41, -8.20, -0.62, -0.72, 0.15, 33.90, 100.09, 103.25, 10.32, -0.20, 0.23, 0.89, 0.35, 1, 1
449.91, -0.41, 0.03, 0.33, 5.25, -3.41, -8.20, -0.62, -0.72, 0.15, 33.90, 100.09, 103.25, 10.32, -0.20, 0.23, 0.89, 0.35, 1, 1
449.93, -0.41, 0.02, 0.33, 5.12, -2.44, -8.40, -0.85, -0.98, -0.02, 33.90, 100.09, 103.59, 10.14, -0.20, 0.23, 0.89, 0.35, 1, 1
449.95, -0.41, 0.02, 0.33, 5.12, -2.44, -8.40, -0.85, -0.98, -0.02, 33.90, 100.09, 103.59, 10.14, -0.17, 0.18, 0.91, 0.34, 1, 1
449.97, -0.39, 0.01, 0.36, 4.76, -1.91, -8.86, -0.93, -1.03, 0.05, 33.90, 100.09, 103.25, 10.23, -0.17, 0.18, 0.91, 0.34, 1, 1
449.99, -0.39, 0.01, 0.36, 4.76, -1.91, -8.86, -0.93, -1.03, 0.05, 33.90, 100.09, 103.25, 10.23, -0.17, 0.18, 0.91, 0.34, 1, 1
450.01, -0.39, -0.00, 0.37, 4.86, -1.62, -9.28, -0.96, -0.79, 0.12, 33.90, 100.09, 103.25, 10.60, -0.17, 0.18, 0.91, 0.34, 1, 1
450.03, -0.39, -0.00, 0.37, 4.86, -1.62, -9.28, -0.96, -0.79, 0.12, 33.90, 100.09, 103.25, 10.60, -0.17, 0.18, 0.91, 0.34, 1, 1
450.05, -0.37, -0.01, 0.38, 3.23, -1.83, -9.68, -0.91, -0.78, -0.16, 33.90, 100.08, 104.51, 10.37, -0.17, 0.18, 0.91, 0.34, 1, 1
450.07, -0.37, -0.01, 0.38, 3.23, -1.83, -9.68, -0.91, -0.78, -0.16, 33.90, 100.08, 104.51, 10.37, -0.14, 0.11, 0.92, 0.34, 1, 1
450.09, -0.37, -0.03, 0.39, 2.64, -1.29, -10.24, -0.80, -1.04, -0.18, 33.90, 100.09, 103.25, 10.65, -0.14, 0.11, 0.92, 0.34, 1, 1
450.11, -0.37, -0.03, 0.39, 2.64, -1.29, -10.24, -0.80, -1.04, -0.18, 33.90, 100.09, 103.25, 10.65, -0.14, 0.11, 0.92, 0.34, 1, 1
450.13, -0.35, -0.03, 0.40, 2.63, -0.79, -10.14, -0.88, -1.03, -0.05, 33.90, 100.08, 104.17, 10.51, -0.14, 0.11, 0.92, 0.34, 1, 1
450.15, -0.35, -0.03, 0.40, 2.63, -0.79, -10.14, -0.88, -1.03, -0.05, 33.90, 100.08, 104.17, 10.51, -0.14, 0.11, 0.92, 0.34, 1, 1
450.17, -0.34, -0.05, 0.41, 2.42, -0.67, -10.09, -1.01, -0.86, -0.08, 33.90, 100.09, 103.25, 10.39, -0.14, 0.11, 0.92, 0.34, 1, 1
450.19, -0.34, -0.05, 0.41, 2.42, -0.67, -10.09, -1.01, -0.86, -0.08, 33.90, 100.09, 103.25, 10.39, -0.11, 0.04, 0.93, 0.34, 1, 1
450.21, -0.33, -0.03, 0.40, 1.91, -0.33, -10.10, -0.85, -0.91, 0.04, 33.90, 100.08, 104.51, 10.28, -0.10, 0.02, 0.94, 0.34, 1, 1
450.23, -0.33, -0.03, 0.40, 1.91, -0.33, -10.10, -0.85, -0.91, 0.04, 33.90, 100.08, 104.51, 10.28, -0.10, 0.02, 0.94, 0.34, 1, 1
450.25, -0.31, -0.07, 0.42, 1.83, 0.51, -9.74, -0.63, -0.90, 0.14, 33.90, 100.08, 104.51, 9.92, -0.10, 0.02, 0.94, 0.34, 1, 1
450.27, -0.31, -0.07, 0.42, 1.83, 0.51, -9.74, -0.63, -0.90, 0.14, 33.90, 100.08, 104.51, 9.92, -0.10, 0.02, 0.94, 0.34, 1, 1
450.29, -0.31, -0.07, 0.43, 1.61, 0.88, -9.84, -0.63, -0.67, 0.10, 33.90, 100.09, 103.25, 10.01, -0.10, 0.02, 0.94, 0.34, 1, 1
450.31, -0.31, -0.07, 0.43, 1.61, 0.88, -9.84, -0.63, -0.67, 0.10, 33.90, 100.09, 103.25, 10.01, -0.10, 0.02, 0.94, 0.34, 1, 1
450.33, -0.29, -0.05, 0.42, 1.08, 0.95, -9.80, -0.70, -0.51, 0.00, 33.90, 100.09, 103.59, 9.90, -0.10, 0.02, 0.94, 0.34, 1, 1
450.35, -0.29, -0.05, 0.42, 1.08, 0.95, -9.80, -0.70, -0.51, 0.00, 33.90, 100.09, 103.59, 9.90, -0.10, 0.02, 0.94, 0.34, 1, 1
450.37, -0.29, -0.11, 0.43, 0.62, 1.36, -9.74, -0.69, -0.61, 0.05, 33.90, 100.09, 103.25, 9.85, -0.10, 0.02, 0.94, 0.34, 1, 1
450.39, -0.29, -0.11, 0.43, 0.62, 1.36, -9.74, -0.69, -0.61, 0.05, 33.90, 100.09, 103.25, 9.85, -0.10, 0.02, 0.94, 0.34, 1, 1
450.41, -0.31, -0.08, 0.42, 0.76, 1.66, -10.19, -0.68, -0.59, 0.22, 33.90, 100.08, 104.17, 10.35, -0.10, 0.02, 0.94, 0.34, 1, 1
450.43, -0.31, -0.08, 0.42, 0.76, 1.66, -10.19, -0.68, -0.59, 0.22, 33.90, 100.08, 104.17, 10.35, -0.10, 0.02, 0.94, 0.34, 1, 1
450.45, -0.26, -0.12, 0.43, 0.73, 1.86, -9.98, -0.72, -0.46, 0.24, 33.90, 100.08, 104.17, 10.18, -0.10, 0.02, 0.94, 0.34, 1, 1
450.47, -0.26, -0.12, 0.43, 0.73, 1.86, -9.98, -0.72, -0.46, 0.24, 33.90, 100.08, 104.17, 10.18, -0.10, 0.02, 0.94, 0.34, 1, 1
450.49, -0.26, -0.12, 0.44, 0.28, 1.91, -9.76, -0.72, -0.49, 0.22, 33.90, 100.09, 103.25, 9.95, -0.10, 0.02, 0.94, 0.34, 1, 1
450.51, -0.26, -0.12, 0.44, 0.28, 1.91, -9.76, -0.72, -0.49, 0.22, 33.90, 100.09, 103.25, 9.95, -0.10, 0.02, 0.94, 0.34, 1, 1
450.53, -0.26, -0.15, 0.43, -0.61, 2.44, -8.74, -0.60, -0.69, 0.15, 33.90, 100.08, 104.17, 9.10, -0.10, 0.02, 0.94, 0.34, 1, 1
450.55, -0.26, -0.15, 0.43, -0.61, 2.44, -8.74, -0.60, -0.69, 0.15, 33.90, 100.08, 104.17, 9.10, -0.10, 0.02, 0.94, 0.34, 1, 1
450.57, -0.26, -0.14, 0.43, -0.69, 2.75, -8.93, -0.57, -0.81, 0.12, 33.90, 100.08, 104.17, 9.37, -0.10, 0.02, 0.94, 0.34, 1, 1
450.59, -0.26, -0.14, 0.43, -0.69, 2.75, -8.93, -0.57, -0.81, 0.12, 33.90, 100.08, 104.17, 9.37, -0.10, 0.02, 0.94, 0.34, 1, 1
450.61, -0.23, -0.15, 0.44, -0.71, 2.67, -9.37, -0.52, -0.82, 0.22, 33.90, 100.08, 104.17, 9.77, -0.10, 0.02, 0.94, 0.34, 1, 1
450.63, -0.23, -0.15, 0.44, -0.71, 2.67, -9.37, -0.52, -0.82, 0.22, 33.90, 100.08, 104.17, 9.77, -0.10, 0.02, 0.94, 0.34, 1, 1
450.65, -0.22, -0.15, 0.44, -0.76, 3.02, -10.05, -0.44, -0.47, 0.33, 33.90, 100.08, 104.17, 10.52, -0.10, 0.02, 0.94, 0.34, 1, 1
450.67, -0.22, -0.15, 0.44, -0.76, 3.02, -10.05, -0.44, -0.47, 0.33, 33.90, 100.08, 104.17, 10.52, -0.10, 0.02, 0.94, 0.34, 1, 1
450.69, -0.24, -0.19, 0.44, -0.58, 3.44, -10.33, -0.31, 0.00, 0.50, 33.90, 100.09, 103.25, 10.90, -0.10, 0.02, 0.94, 0.34, 1, 1
450.71, -0.24, -0.19, 0.44, -0.58, 3.44, -10.33, -0.31, 0.00, 0.50, 33.90, 100.09, 103.25, 10.90, -0.10, 0.02, 0.94, 0.34, 1, 1
